Date,Team,GoalsFor,GoalsAgainst,FTR,ShotsFor,ShotsAgainst,ShotsOnTargetFor,ShotsOnTargetAgainst,CornersFor,CornersAgainst,Points,IsHome,AvgGoalsFor_L5,AvgGoalsAgainst_L5,AvgShotsFor_L5,AvgShotsAgainst_L5,AvgShotsOnTargetFor_L5,AvgShotsOnTargetAgainst_L5,AvgCornersFor_L5,AvgCornersAgainst_L5,AvgPoints_L5,MatchesPlayed
2025-04-20,Chelsea,2,1,A,13,6,8,1,4,6,3,0,0.8,0.6,18.8,9.0,5.6,3.0,8.2,4.0,1.6,108
2025-04-26,Chelsea,1,0,H,10,6,7,3,10,2,3,1,1.0,0.8,17.4,9.6,5.8,2.6,6.6,4.8,1.6,109
2025-05-04,Chelsea,3,1,H,17,11,7,2,3,6,3,1,1.2,0.6,17.8,8.4,6.8,2.4,7.8,4.2,2.2,110
2025-05-11,Chelsea,0,2,H,10,15,3,6,8,2,0,0,1.6,0.8,19.0,9.0,7.2,2.4,7.6,4.2,2.2,111
2025-05-16,Chelsea,1,0,H,11,4,3,1,7,2,3,1,1.6,1.2,16.8,10.2,6.8,3.2,8.0,4.0,2.0,112
2025-05-25,Chelsea,1,0,A,6,10,2,2,4,7,3,0,1.4,0.8,12.2,8.4,5.6,2.6,6.4,3.6,2.4,113
2025-08-17,Chelsea,0,0,D,19,12,3,4,11,2,1,1,1.2,0.6,10.8,9.2,4.4,2.8,6.4,3.8,2.4,114
2025-08-22,Chelsea,5,1,A,12,12,7,4,5,7,3,0,1.0,0.6,12.6,10.4,3.6,3.0,6.6,3.8,2.0,115
2025-08-30,Chelsea,2,0,H,13,11,6,3,6,4,3,1,1.4,0.6,11.6,10.6,3.6,3.4,7.0,4.0,2.0,116
2025-09-13,Chelsea,2,2,D,16,7,6,4,6,5,1,0,1.8,0.2,12.2,9.8,4.2,2.8,6.6,4.4,2.6,117
2025-09-20,Chelsea,1,2,H,5,11,1,4,5,5,0,0,2.0,0.6,13.2,10.4,4.8,3.4,6.4,5.0,2.2,118
2025-09-27,Chelsea,1,3,A,13,12,3,3,5,7,0,1,2.0,1.0,13.0,10.6,4.6,3.8,6.6,4.6,1.6,119
2025-10-04,Chelsea,2,1,H,12,12,6,2,7,2,3,1,2.2,1.6,11.8,10.6,4.6,3.6,5.4,5.6,1.4,120
2025-10-18,Chelsea,3,0,A,17,12,6,2,2,5,3,0,1.6,1.6,11.8,10.6,4.4,3.2,5.8,4.6,1.4,121
2025-10-25,Chelsea,1,2,A,16,10,7,4,9,1,0,1,1.8,1.6,12.6,10.8,4.4,3.0,5.0,4.8,1.4,122
2025-11-01,Chelsea,1,0,A,15,3,9,1,5,6,3,0,1.6,1.6,12.6,11.4,4.6,3.0,5.6,4.0,1.2,123
2025-11-08,Chelsea,3,0,H,20,3,8,0,10,1,3,1,1.6,1.2,14.6,9.8,6.2,2.4,5.6,4.2,1.8,124
2025-11-22,Chelsea,2,0,A,15,8,5,2,9,1,3,0,2.0,0.6,16.0,8.0,7.2,1.8,6.6,3.0,2.4,125
2025-11-30,Chelsea,1,1,D,11,8,4,4,3,3,1,1,2.0,0.4,16.6,7.2,7.0,1.8,7.0,2.8,2.4,126
2025-12-03,Chelsea,1,3,H,14,17,2,5,2,4,0,0,1.6,0.6,15.4,6.4,6.6,2.2,7.2,2.4,2.0,127
2025-12-06,Chelsea,0,0,D,11,13,4,5,0,5,1,0,1.6,0.8,15.0,7.8,5.6,2.4,5.8,3.0,2.0,128
2025-12-13,Chelsea,2,0,H,17,11,5,2,4,7,3,1,1.4,0.8,14.2,9.8,4.6,3.2,4.8,2.8,1.6,129
2025-12-20,Chelsea,2,2,D,13,11,4,5,4,6,1,0,1.2,0.8,13.6,11.4,4.0,3.6,3.6,4.0,1.6,130
2025-12-27,Chelsea,1,2,A,14,11,3,8,6,7,0,1,1.2,1.2,13.2,12.0,3.8,4.2,2.6,5.0,1.2,131
2025-12-30,Chelsea,2,2,D,17,17,3,6,12,3,1,1,1.2,1.4,13.8,12.6,3.6,5.0,3.2,5.8,1.0,132
2026-01-04,Chelsea,1,1,D,8,14,3,3,2,8,1,0,1.4,1.2,14.4,12.6,3.8,5.2,5.2,5.6,1.2,133
2026-01-07,Chelsea,1,2,H,14,16,6,5,11,2,0,0,1.6,1.4,13.8,12.8,3.6,4.8,5.6,6.2,1.2,134
2026-01-17,Chelsea,2,0,H,6,15,2,5,3,9,3,1,1.4,1.8,13.2,13.8,3.8,5.4,7.0,5.2,0.6,135
2026-01-25,Chelsea,3,1,A,10,13,6,7,5,4,3,0,1.4,1.4,11.8,14.6,3.4,5.4,6.8,5.8,1.0,136
2026-01-31,Chelsea,3,2,H,14,11,6,6,9,3,3,1,1.8,1.2,11.0,15.0,4.0,5.2,6.6,5.2,1.6,137
2026-02-07,Chelsea,3,1,A,15,11,6,3,4,3,3,0,2.0,1.2,10.4,13.8,4.6,5.2,6.0,5.2,2.0,138
2026-02-10,Chelsea,2,2,D,19,4,4,2,4,1,1,1,2.4,1.2,11.8,13.2,5.2,5.2,6.4,4.2,2.4,139
2026-02-21,Chelsea,1,1,D,12,12,2,4,9,5,1,1,2.6,1.2,12.8,10.8,4.8,4.6,5.0,4.0,2.6,140
2026-03-01,Chelsea,1,2,H,9,12,3,5,10,5,0,0,2.4,1.4,14.0,10.2,4.8,4.4,6.2,3.2,2.2,141
2026-03-04,Chelsea,4,1,A,15,9,8,4,8,3,3,0,2.0,1.6,13.8,10.0,4.2,4.0,7.2,3.4,1.6,142
2026-03-14,Chelsea,0,1,A,22,7,3,5,8,1,0,1,2.2,1.4,14.0,9.6,4.6,3.6,7.0,3.4,1.6,143
2026-03-21,Chelsea,0,3,H,12,10,4,9,9,3,0,0,1.6,1.4,15.4,8.8,4.0,4.0,7.8,3.0,1.0,144
2026-04-12,Chelsea,0,3,A,12,18,3,8,4,12,0,1,1.2,1.6,14.0,10.0,4.0,5.4,8.8,3.4,0.8,145
2026-04-18,Chelsea,0,1,A,21,4,3,1,7,1,0,1,1.0,2.0,14.0,11.2,4.2,6.2,7.8,4.8,0.6,146
2026-04-21,Chelsea,0,3,H,6,15,0,9,5,6,0,0,0.8,1.8,16.4,9.6,4.2,5.4,7.2,4.0,0.6,147
2026-05-04,Chelsea,1,3,A,21,6,5,4,10,1,0,1,0.0,2.2,14.6,10.8,2.6,6.4,6.6,4.6,0.0,148
2026-05-09,Chelsea,1,1,D,6,8,3,3,2,5,1,0,0.2,2.6,14.4,10.6,3.0,6.2,7.0,4.6,0.0,149
2026-05-19,Chelsea,2,1,H,9,9,4,3,3,4,3,1,0.4,2.2,13.2,10.2,2.8,5.0,5.6,5.0,0.2,150
2026-05-24,Chelsea,1,2,H,10,20,1,2,7,7,0,0,0.8,1.8,12.6,8.4,3.0,4.0,5.4,3.4,0.8,151
2022-08-05,Crystal Palace,0,2,A,10,10,2,2,3,5,0,1,,,,,,,,,,0
2022-08-15,Crystal Palace,1,1,D,7,24,3,4,2,4,1,0,0.0,2.0,10.0,10.0,2.0,2.0,3.0,5.0,0.0,1
2022-08-20,Crystal Palace,3,1,H,17,13,9,5,4,2,3,1,0.5,1.5,8.5,17.0,2.5,3.0,2.5,4.5,0.5,2
2022-08-27,Crystal Palace,2,4,H,2,18,2,5,1,6,0,0,1.3333333333333333,1.3333333333333333,11.333333333333334,15.666666666666666,4.666666666666667,3.6666666666666665,3.0,3.6666666666666665,1.3333333333333333,3
2022-08-30,Crystal Palace,1,1,D,13,9,4,3,4,6,1,1,1.5,2.0,9.0,16.25,4.0,4.0,2.5,4.25,1.0,4
2022-09-03,Crystal Palace,0,0,D,19,23,9,6,5,13,1,0,1.4,1.8,9.8,14.8,4.0,3.8,2.8,4.6,1.0,5
2022-10-01,Crystal Palace,1,2,A,7,13,3,3,5,2,0,1,1.4,1.4,11.6,17.4,5.4,4.6,3.2,6.2,1.2,6
2022-10-09,Crystal Palace,2,1,H,13,10,5,4,5,3,3,1,1.4,1.6,11.6,15.2,5.4,4.4,3.8,5.8,1.0,7
2022-10-15,Crystal Palace,0,0,D,8,14,1,5,2,9,1,0,1.2,1.6,10.8,14.6,4.6,4.2,4.0,6.0,1.0,8
2022-10-18,Crystal Palace,2,1,H,14,10,4,4,4,3,3,1,0.8,0.8,12.0,13.8,4.4,4.2,4.2,6.6,1.2,9
2022-10-22,Crystal Palace,0,3,H,9,9,2,6,4,3,0,0,1.0,0.8,12.2,14.0,4.4,4.4,4.2,6.0,1.6,10
2022-10-29,Crystal Palace,1,0,H,12,14,3,4,8,4,3,1,1.0,1.4,10.2,11.2,3.0,4.4,4.0,4.0,1.4,11
2022-11-06,Crystal Palace,2,1,A,15,5,6,2,5,2,3,0,1.0,1.0,11.2,11.4,3.0,4.6,4.6,4.4,2.0,12
2022-11-12,Crystal Palace,0,1,H,8,9,0,2,5,1,0,0,1.0,1.0,11.6,10.4,3.2,4.2,4.6,4.2,2.0,13
2022-12-26,Crystal Palace,0,3,A,4,23,0,11,1,8,0,1,1.0,1.2,11.6,9.4,3.0,3.6,5.2,2.6,1.8,14
2022-12-31,Crystal Palace,2,0,A,15,6,6,2,7,2,3,0,0.6,1.6,9.6,12.0,2.2,5.0,4.6,3.6,1.2,15
2023-01-04,Crystal Palace,0,4,A,19,14,4,6,10,4,0,1,1.0,1.0,10.8,11.4,3.0,4.2,5.2,3.4,1.8,16
2023-01-15,Crystal Palace,0,1,H,10,15,5,5,7,11,0,0,0.8,1.8,12.2,11.4,3.2,4.6,5.6,3.4,1.2,17
2023-01-18,Crystal Palace,1,1,D,10,15,5,4,3,3,1,1,0.4,1.8,11.2,13.4,3.0,5.2,6.0,5.2,0.6,18
2023-01-21,Crystal Palace,0,0,D,6,16,1,7,3,15,1,1,0.6,1.8,11.6,14.6,4.0,5.6,5.6,5.6,0.8,19
2023-02-04,Crystal Palace,1,2,H,10,14,3,5,5,5,0,0,0.6,1.2,12.0,13.2,4.2,4.8,6.0,7.0,1.0,20
2023-02-11,Crystal Palace,1,1,D,6,17,1,7,1,6,1,1,0.4,1.6,11.0,14.8,3.6,5.4,5.6,7.6,0.4,21
2023-02-18,Crystal Palace,1,1,D,10,12,4,5,6,2,1,0,0.6,1.0,8.4,15.4,3.0,5.6,3.8,8.0,0.6,22
2023-02-25,Crystal Palace,0,0,D,6,12,0,4,5,3,1,1,0.8,1.0,8.4,14.8,2.8,5.6,3.6,6.2,0.8,23
2023-03-04,Crystal Palace,0,1,H,3,8,0,1,4,2,0,0,0.6,0.8,7.6,14.2,1.8,5.6,4.0,6.2,0.8,24
2023-03-11,Crystal Palace,0,1,A,4,14,0,4,2,6,0,1,0.6,1.0,7.0,12.6,1.6,4.4,4.2,3.6,0.6,25
2023-03-15,Crystal Palace,0,1,H,11,11,3,5,4,1,0,0,0.4,0.8,5.8,12.6,1.0,4.2,3.6,3.8,0.6,26
2023-03-19,Crystal Palace,1,4,H,8,15,4,5,4,5,0,0,0.2,0.8,6.8,11.4,1.4,3.8,4.2,2.8,0.4,27
2023-04-01,Crystal Palace,2,1,H,31,3,9,2,10,1,3,1,0.2,1.4,6.4,12.0,1.4,3.8,3.8,3.4,0.2,28
2023-04-09,Crystal Palace,5,1,A,16,11,8,7,4,2,3,0,0.6,1.6,11.4,10.2,3.2,3.4,4.8,3.0,0.6,29
2023-04-15,Crystal Palace,2,0,A,9,11,2,4,2,6,3,0,1.6,1.6,14.0,10.8,4.8,4.6,4.8,3.0,1.2,30
2023-04-22,Crystal Palace,0,0,D,12,10,2,5,8,1,1,1,2.0,1.4,15.0,10.2,5.2,4.6,4.8,3.0,1.8,31
2023-04-25,Crystal Palace,0,2,H,14,9,4,3,11,6,0,0,2.0,1.2,15.2,10.0,5.0,4.6,5.6,3.0,2.0,32
2023-04-29,Crystal Palace,4,3,H,16,8,6,4,8,5,3,1,1.8,0.8,16.4,8.8,5.0,4.2,7.0,3.2,2.0,33
2023-05-06,Crystal Palace,0,1,H,7,8,2,3,4,8,0,0,2.2,1.2,13.4,9.8,4.4,4.6,6.6,4.0,2.0,34
2023-05-13,Crystal Palace,2,0,H,17,5,5,0,11,2,3,1,1.2,1.2,11.6,9.2,3.2,3.8,6.6,5.2,1.4,35
2023-05-20,Crystal Palace,2,2,D,11,11,5,4,4,7,1,0,1.2,1.2,13.2,8.0,3.8,3.0,8.4,4.4,1.4,36
2023-05-28,Crystal Palace,1,1,D,16,7,4,4,5,4,1,1,1.6,1.6,13.0,8.2,4.4,2.8,7.6,5.6,1.4,37
2023-08-12,Crystal Palace,1,0,A,24,8,8,1,5,5,3,0,1.8,1.4,13.4,7.8,4.4,3.0,6.4,5.2,1.6,38
2023-08-21,Crystal Palace,0,1,A,14,14,2,3,1,8,0,1,1.2,0.8,15.0,7.8,4.8,2.4,5.8,5.2,1.6,39
2023-08-26,Crystal Palace,1,1,D,15,12,5,1,6,8,1,0,1.2,0.8,16.4,9.0,4.8,2.4,5.2,5.2,1.6,40
2023-09-03,Crystal Palace,3,2,H,16,12,11,4,4,2,3,1,1.0,1.0,16.0,10.4,4.8,2.6,4.2,6.4,1.2,41
2023-09-16,Crystal Palace,1,3,H,6,16,3,5,2,4,0,0,1.2,1.0,17.0,10.6,6.0,2.6,4.2,5.4,1.6,42
2023-09-23,Crystal Palace,0,0,D,7,10,3,5,3,2,1,1,1.2,1.4,15.0,12.4,5.8,2.8,3.6,5.4,1.4,43
2023-09-30,Crystal Palace,1,0,A,8,19,2,4,4,10,3,0,1.0,1.4,11.6,12.8,4.8,3.6,3.2,4.8,1.0,44
2023-10-07,Crystal Palace,0,0,D,8,16,2,5,3,7,1,1,1.2,1.2,10.4,13.8,4.8,3.8,3.8,5.2,1.6,45
2023-10-21,Crystal Palace,0,4,H,17,10,3,7,8,6,0,0,1.0,1.0,9.0,14.6,4.2,4.6,3.2,5.0,1.6,46
2023-10-27,Crystal Palace,1,2,A,13,10,3,1,11,2,0,1,0.4,1.4,9.2,14.2,2.6,5.2,4.0,5.8,1.0,47
2023-11-04,Crystal Palace,2,0,A,4,17,3,5,1,12,3,0,0.4,1.2,10.6,13.0,2.6,4.4,5.8,5.4,1.0,48
2023-11-11,Crystal Palace,2,3,A,13,8,4,4,9,2,0,1,0.8,1.2,10.0,14.4,2.6,4.4,5.4,7.4,1.4,49
2023-11-25,Crystal Palace,1,2,H,16,8,8,3,5,4,0,0,1.0,1.8,11.0,12.2,3.0,4.4,6.4,5.8,0.8,50
2023-12-03,Crystal Palace,1,1,D,9,9,2,3,3,2,1,0,1.2,2.2,12.6,10.6,4.2,4.0,6.8,5.2,0.6,51
2023-12-06,Crystal Palace,0,2,A,16,11,3,4,3,9,0,1,1.4,1.6,11.0,10.4,4.0,3.2,5.8,4.4,0.8,52
2023-12-09,Crystal Palace,1,2,A,8,14,4,2,6,5,0,1,1.2,1.6,11.6,10.6,4.0,3.8,4.2,5.8,0.8,53
2023-12-16,Crystal Palace,2,2,D,5,19,2,9,1,6,1,0,1.0,2.0,12.4,10.0,4.2,3.2,5.2,4.4,0.2,54
2023-12-21,Crystal Palace,1,1,D,11,18,3,6,3,1,1,1,1.0,1.8,10.8,12.2,3.8,4.2,3.6,5.2,0.4,55
2023-12-27,Crystal Palace,1,2,H,13,9,5,4,3,4,0,0,1.0,1.6,9.8,14.2,2.8,4.8,3.2,4.6,0.6,56
2023-12-30,Crystal Palace,3,1,H,13,9,6,4,7,4,3,1,1.0,1.8,10.6,14.2,3.4,5.0,3.2,5.0,0.4,57
2024-01-20,Crystal Palace,0,5,H,12,21,5,6,7,6,0,0,1.6,1.6,10.0,13.8,4.0,5.0,4.0,4.0,1.0,58
2024-01-30,Crystal Palace,3,2,H,12,9,4,5,11,1,3,1,1.4,2.2,10.8,15.2,4.2,5.8,4.2,4.2,1.0,59
2024-02-03,Crystal Palace,1,4,H,7,13,5,6,2,3,0,0,1.6,2.2,12.2,13.2,4.6,5.0,6.2,3.2,1.4,60
2024-02-12,Crystal Palace,1,3,A,13,14,4,5,1,7,0,1,1.6,2.8,11.4,12.2,5.0,5.0,6.0,3.6,1.2,61
2024-02-19,Crystal Palace,1,1,D,10,19,4,4,6,3,1,0,1.6,3.0,11.4,13.2,4.8,5.2,5.6,4.2,1.2,62
2024-02-24,Crystal Palace,3,0,H,15,2,6,0,12,3,3,1,1.2,3.0,10.8,15.2,4.4,5.2,5.4,4.0,0.8,63
2024-03-02,Crystal Palace,1,3,H,4,14,1,6,1,11,0,0,1.8,2.0,11.4,11.4,4.6,4.0,6.4,3.4,1.4,64
2024-03-09,Crystal Palace,1,1,D,21,8,4,2,8,6,1,1,1.4,2.2,9.8,12.4,4.0,4.2,4.4,5.4,0.8,65
2024-03-30,Crystal Palace,1,1,D,10,12,3,5,6,4,1,0,1.4,1.6,12.6,11.4,3.8,3.4,5.6,6.0,1.0,66
2024-04-02,Crystal Palace,0,1,H,3,11,2,6,2,9,0,0,1.4,1.2,12.0,11.0,3.6,3.4,6.6,5.4,1.2,67
2024-04-06,Crystal Palace,2,4,A,7,18,4,8,2,9,0,1,1.2,1.2,10.6,9.4,3.2,3.8,5.8,6.6,1.0,68
2024-04-14,Crystal Palace,1,0,A,8,21,5,6,1,11,3,0,1.0,2.0,9.0,12.6,2.8,5.4,3.8,7.8,0.4,69
2024-04-21,Crystal Palace,5,2,H,18,4,7,1,4,0,3,1,1.0,1.4,9.8,14.0,3.6,5.4,3.8,7.8,1.0,70
2024-04-24,Crystal Palace,2,0,H,20,7,7,2,7,2,3,1,1.8,1.6,9.2,13.2,4.2,5.2,3.0,6.6,1.4,71
2024-04-27,Crystal Palace,1,1,D,14,9,4,2,9,5,1,0,2.0,1.4,11.2,12.2,5.0,4.6,3.2,6.2,1.8,72
2024-05-06,Crystal Palace,4,0,H,18,7,10,2,6,3,3,1,2.2,1.4,13.4,11.8,5.4,3.8,4.6,5.4,2.0,73
2024-05-11,Crystal Palace,3,1,A,13,13,3,7,3,8,3,0,2.6,0.6,15.6,9.6,6.6,2.6,5.4,4.2,2.6,74
2024-05-19,Crystal Palace,5,0,H,15,8,9,2,2,4,3,1,3.0,0.8,16.6,8.0,6.2,2.8,5.8,3.6,2.6,75
2024-08-18,Crystal Palace,1,2,H,14,9,6,5,7,4,0,0,3.0,0.4,16.0,8.8,6.6,3.0,5.4,4.4,2.6,76
2024-08-24,Crystal Palace,0,2,A,14,18,2,3,3,3,0,1,2.8,0.8,14.8,9.2,6.4,3.6,5.4,4.8,2.0,77
2024-09-01,Crystal Palace,1,1,D,9,13,3,7,5,4,1,0,2.6,1.0,14.8,11.0,6.0,3.8,4.2,4.4,1.8,78
2024-09-14,Crystal Palace,2,2,D,20,9,4,4,5,2,1,1,2.0,1.2,13.0,12.2,4.6,4.8,4.0,4.6,1.4,79
2024-09-21,Crystal Palace,0,0,D,9,15,4,6,4,11,1,1,1.8,1.4,14.4,11.4,4.8,4.2,4.4,3.4,1.0,80
2024-09-28,Crystal Palace,1,2,H,17,8,5,2,8,5,0,0,0.8,1.4,13.2,12.8,3.8,5.0,4.8,4.8,0.6,81
2024-10-05,Crystal Palace,0,1,A,9,16,5,4,3,8,0,1,0.8,1.4,13.8,12.6,3.6,4.4,5.0,5.0,0.6,82
2024-10-21,Crystal Palace,0,1,H,20,20,7,6,6,6,0,0,0.8,1.2,12.8,12.2,4.2,4.6,5.0,6.0,0.6,83
2024-10-27,Crystal Palace,1,0,H,14,11,6,3,8,8,3,1,0.6,1.2,15.0,13.6,5.0,4.4,5.2,6.4,0.4,84
2024-11-02,Crystal Palace,2,2,D,19,11,7,6,6,3,1,0,0.4,0.8,13.8,14.0,5.4,4.2,5.8,7.6,0.8,85
2024-11-09,Crystal Palace,0,2,A,13,17,5,7,1,8,0,1,0.8,1.2,15.8,13.2,6.0,4.2,6.2,6.0,0.8,86
2024-11-23,Crystal Palace,2,2,D,13,17,6,5,1,10,1,0,0.6,1.2,15.0,15.0,6.0,5.2,4.8,6.6,0.8,87
2024-11-30,Crystal Palace,1,1,D,16,1,4,0,8,9,1,1,1.0,1.4,15.8,15.2,6.2,5.4,4.4,7.0,1.0,88
2024-12-03,Crystal Palace,1,0,A,13,9,3,2,7,4,3,0,1.2,1.4,15.0,11.4,5.6,4.2,4.8,7.6,1.2,89
2024-12-07,Crystal Palace,2,2,D,12,12,3,4,6,8,1,1,1.2,1.4,14.8,11.0,5.0,4.0,4.6,6.8,1.2,90
2024-12-15,Crystal Palace,3,1,A,13,17,5,5,5,8,3,0,1.2,1.4,13.4,11.2,4.2,3.6,4.6,7.8,1.2,91
2024-12-21,Crystal Palace,1,5,A,15,14,6,6,3,3,0,1,1.8,1.2,13.4,11.2,4.2,3.2,5.4,7.8,1.8,92
2024-12-26,Crystal Palace,0,0,D,10,18,4,4,2,5,1,0,1.6,1.8,13.8,10.6,4.2,3.4,5.8,6.4,1.6,93
2024-12-29,Crystal Palace,2,1,H,19,7,10,3,8,7,3,1,1.4,1.6,12.6,14.0,4.2,4.2,4.6,5.6,1.6,94
2025-01-04,Crystal Palace,1,1,D,13,15,6,1,6,6,1,1,1.6,1.8,13.8,13.6,5.6,4.4,4.8,6.2,1.6,95
2025-01-15,Crystal Palace,2,0,A,9,21,4,4,3,4,3,0,1.4,1.6,14.0,14.2,6.2,3.8,4.8,5.8,1.6,96
2025-01-18,Crystal Palace,2,0,A,12,7,7,0,4,2,3,0,1.2,1.4,13.2,15.0,6.0,3.6,4.4,5.0,1.6,97
2025-01-26,Crystal Palace,1,2,A,16,13,5,6,4,7,0,1,1.4,0.4,12.6,13.6,6.2,2.4,4.6,4.8,2.2,98
2025-02-02,Crystal Palace,2,0,A,11,17,3,2,0,11,3,0,1.6,0.8,13.8,12.6,6.4,2.8,5.0,5.2,2.0,99
2025-02-15,Crystal Palace,1,2,A,17,11,6,6,6,2,0,1,1.6,0.6,12.2,14.6,5.0,2.6,3.4,6.0,2.0,100
2025-02-22,Crystal Palace,2,0,A,10,10,5,0,7,7,3,0,1.6,0.8,13.0,13.8,5.0,3.6,3.4,5.2,1.8,101
2025-02-25,Crystal Palace,4,1,H,19,6,6,2,3,8,3,1,1.6,0.8,13.2,11.6,5.2,2.8,4.2,5.8,1.8,102
2025-03-08,Crystal Palace,1,0,H,19,15,4,8,5,4,3,1,2.0,1.0,14.6,11.4,5.0,3.2,4.0,7.0,1.8,103
2025-04-02,Crystal Palace,1,1,D,9,8,3,2,2,2,1,0,2.0,0.6,15.2,11.8,4.8,3.6,4.2,6.4,2.4,104
2025-04-05,Crystal Palace,2,1,H,8,11,3,5,2,4,3,1,1.8,0.8,14.8,10.0,4.8,3.6,4.6,4.6,2.0,105
2025-04-12,Crystal Palace,2,5,H,8,21,3,9,4,1,0,0,2.0,0.6,13.0,10.0,4.2,3.4,3.8,5.0,2.6,106
2025-04-16,Crystal Palace,0,5,H,11,14,4,7,4,5,0,0,2.0,1.6,12.6,12.2,3.8,5.2,3.2,3.8,2.0,107
2025-04-19,Crystal Palace,0,0,D,5,15,0,4,5,4,1,1,1.2,2.4,11.0,13.8,3.4,6.2,3.4,3.2,1.4,108
2025-04-23,Crystal Palace,2,2,D,15,12,4,6,6,3,1,0,1.0,2.4,8.2,13.8,2.6,5.4,3.4,3.2,1.0,109
2025-05-05,Crystal Palace,1,1,D,20,12,3,4,7,4,1,1,1.2,2.6,9.4,14.6,2.8,6.2,4.2,3.4,1.0,110
2025-05-11,Crystal Palace,2,0,A,23,8,10,1,8,4,3,0,1.0,2.6,11.8,14.8,2.8,6.0,5.2,3.4,0.6,111
2025-05-20,Crystal Palace,4,2,H,14,12,10,3,0,10,3,1,1.0,1.6,14.8,12.2,4.2,4.4,6.0,4.0,1.2,112
2025-05-25,Crystal Palace,1,1,D,8,14,5,3,0,11,1,0,1.8,1.0,15.4,11.8,5.4,3.6,5.2,5.0,1.8,113
2025-08-17,Crystal Palace,0,0,D,12,19,4,3,2,11,1,0,2.0,1.2,16.0,11.6,6.4,3.4,4.2,6.4,1.8,114
2025-08-24,Crystal Palace,1,1,D,8,9,4,1,1,3,1,1,1.6,0.8,15.4,13.0,6.4,2.8,3.4,8.0,1.8,115
2025-08-31,Crystal Palace,3,0,A,6,13,4,4,1,10,3,0,1.6,0.8,13.0,12.4,6.6,2.2,2.2,7.8,1.8,116
2025-09-13,Crystal Palace,0,0,D,14,6,6,0,5,3,1,1,1.8,0.8,9.6,13.4,5.4,2.8,0.8,9.0,1.8,117
2025-09-20,Crystal Palace,2,1,A,18,8,3,3,8,8,3,0,1.0,0.4,9.6,12.2,4.6,2.2,1.8,7.6,1.4,118
2025-09-27,Crystal Palace,2,1,H,16,20,7,4,2,6,3,1,1.2,0.4,11.6,11.0,4.2,2.2,3.4,7.0,1.8,119
2025-10-05,Crystal Palace,1,2,H,15,14,8,7,4,2,0,0,1.6,0.6,12.4,11.2,4.8,2.4,3.4,6.0,2.2,120
2025-10-18,Crystal Palace,3,3,D,20,8,7,5,6,5,1,1,1.6,0.8,13.8,12.2,5.6,3.6,4.0,5.8,2.0,121
2025-10-26,Crystal Palace,0,1,H,7,10,1,3,3,4,0,0,1.6,1.4,16.6,11.2,6.2,3.8,5.0,4.8,1.6,122
2025-11-01,Crystal Palace,2,0,H,9,6,2,2,6,5,3,1,1.6,1.6,15.2,12.0,5.2,4.4,4.6,5.0,1.4,123
2025-11-09,Crystal Palace,0,0,D,10,7,2,3,4,8,1,1,1.6,1.4,13.4,11.6,5.0,4.2,4.2,4.4,1.4,124
2025-11-22,Crystal Palace,2,0,A,10,8,4,1,4,1,3,0,1.2,1.2,12.2,9.0,4.0,4.0,4.6,4.8,1.0,125
2025-11-30,Crystal Palace,1,2,A,14,14,3,6,4,4,0,1,1.4,0.8,11.2,7.8,3.2,2.8,4.6,4.6,1.6,126
2025-12-03,Crystal Palace,1,0,A,3,11,3,4,4,3,3,0,1.0,0.6,10.0,9.0,2.4,3.0,4.2,4.4,1.4,127
2025-12-07,Crystal Palace,2,1,A,11,12,5,4,4,6,3,0,1.2,0.4,9.2,9.2,2.8,3.2,4.4,4.2,2.0,128
2025-12-14,Crystal Palace,0,3,A,16,7,4,6,2,2,0,1,1.2,0.6,9.6,10.4,3.4,3.6,4.0,4.4,2.0,129
2025-12-20,Crystal Palace,1,4,H,9,20,3,8,5,9,0,0,1.2,1.2,10.8,10.4,3.8,4.2,3.6,3.2,1.8,130
2025-12-28,Crystal Palace,0,1,A,15,8,2,4,3,2,0,1,1.0,2.0,10.6,12.8,3.6,5.6,3.8,4.8,1.2,131
2026-01-01,Crystal Palace,1,1,D,11,17,2,5,6,3,1,1,0.8,1.8,10.8,11.6,3.4,5.2,3.6,4.4,1.2,132
2026-01-04,Crystal Palace,0,2,H,11,12,1,7,6,8,0,0,0.8,2.0,12.4,12.8,3.2,5.4,4.0,4.4,0.8,133
2026-01-07,Crystal Palace,0,0,D,11,15,5,3,3,5,1,1,0.4,2.2,12.4,12.8,2.4,6.0,4.4,4.8,0.2,134
2026-01-17,Crystal Palace,1,2,H,6,13,2,7,4,3,0,0,0.4,1.6,11.4,14.4,2.6,5.4,4.6,5.4,0.4,135
2026-01-25,Crystal Palace,1,3,A,13,10,7,6,4,5,0,1,0.4,1.2,10.8,13.0,2.4,5.2,4.4,4.2,0.4,136
2026-02-01,Crystal Palace,1,1,D,14,9,3,1,7,5,1,0,0.6,1.6,10.4,13.4,3.4,5.6,4.6,4.8,0.4,137
2026-02-08,Crystal Palace,1,0,A,7,7,4,2,4,3,3,0,0.6,1.6,11.0,11.8,3.6,4.8,4.8,5.2,0.4,138
2026-02-11,Crystal Palace,2,3,A,21,8,3,3,8,2,0,1,0.8,1.2,10.2,10.8,4.2,3.8,4.4,4.2,1.0,139
